scientific_name_original,scientific_name_MG,functional_twig,removal_date,removal_reason
Erica monadelphia,Erica monadelphia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica mucronata,Erica mucronata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica multumbellifera,Erica multumbellifera,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica muscosa,Erica muscosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica nabea,Erica nabea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica newdigateae,Erica newdigateae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica nudiflora,Erica nudiflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica nutans,Erica deliciosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica obliqua,Erica obliqua,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica omninoglabra,Erica omninoglabra,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica oresigena,Erica oresigena,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica palliiflora,Erica palliiflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica parilis,Erica parilis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica parviflora,Erica parviflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica passerinaee,Erica passerinae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica pectinifolia,Erica pectinifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica penicilliformis,Erica penicilliformis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica perspicua,Erica perspicua,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica petraea,Erica petraea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica placentiflora,Erica placentiflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica plukenetii,Erica breviflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica plumosa,Erica plumosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica podophylla,Erica podophylla,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica pubigera,Erica pubigera,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica pulchella,Erica pulchella,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica quadrangularis,Erica quadrangularis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica regerminans,Erica regerminans,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica retorta,Erica retorta,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica rhodantha,Erica rhodantha,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica rigidula,Erica rigidula,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica rosacea,Erica rosacea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica seriphiifolia,Erica seriphiifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica serrata,Erica serrata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica sessiliflora,Erica sessiliflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica similis,Erica similis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica simulans,Erica simulans,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica sitiens,Erica sitiens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica sparrmannii,Erica sparrmannii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica spumosa,Erica spumosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica squarrosa,Erica squarrosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica stenantha,Erica stenantha,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica strigilifolia,Erica strigilifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica subcapitata,Erica subcapitata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica subdivaricata,Erica subdivaricata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica thamnoides,Erica thamnoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica thomae,Erica tenax,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica trachysantha,Erica trachysantha,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica tragulifera,Erica tragulifera,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica transparens,Erica transparens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica triceps,Erica triceps,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica tristis,Erica tristis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica uberiflora,Erica uberiflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica umbelliflora,Erica umbelliflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica unilateralis,Erica unilateralis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica velitaris,Erica velitaris,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica verecunda,Erica verecunda,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica versicolor,Erica versicolor,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica vestita,Erica vestita,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica viscaria,Erica patersonia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Erica winteri,Erica winteri,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Eriocephalus africanus,Eriocephalus africanus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Eriocephalus racemosus,Eriocephalus racemosus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Eriospermum capense,Eriospermum capense,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Eriospermum lanuginosum,Eriospermum lanuginosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euchaetis vallis-simiae,Euchaetis vallis-simiae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euclea acutifolia,Euclea acutifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euclea crispa,Euclea crispa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euclea lancea,Euclea lancea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euclea natalensis,Euclea natalensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euclea polyandra,Euclea polyandra,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euclea racemosa,Euclea racemosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euclea schimperi,Euclea schimperi,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euclea tomentosa,Euclea tomentosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euclea undulata,Euclea undulata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia erythrina,Euphorbia erythrina,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia genistoides,Euphorbia genistoides,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia grandidens,Euphorbia grandidens,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia heptagona,Euphorbia heptagona,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia loricata,Euphorbia loricata,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia mauritanica,Euphorbia mauritanica,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia polygona,Euphorbia polygona,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia rhombifolia,Euphorbia rhombifolia,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia silenifolia,Euphorbia silenifolia,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euphorbia tuberosa,Euphorbia tuberosa,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops abrotanifolius,Euryops abrotanifolius,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops erectus,Euryops erectus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops euryopoides,Euryops euryopoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops munitus,Euryops munitus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops pinnatipartitus,Euryops pinnatipartitus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops rehmannii,Euryops rehmannii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops spathaceus,Euryops spathaceus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops speciosissimus,Euryops speciosissimus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops tenuissimus,Euryops tenuissimus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Euryops ursinoides,Euryops ursinoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Eustachys paspaloides,Eustachys paspaloides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Evotella carnosa,Corycium carnosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Exomis microphylla,Exomis microphylla,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Falkia repens,Falkia repens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Felicia cymbalariae,Felicia cymbalariae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Felicia diffusa,Felicia diffusa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Felicia filifolia,Felicia filifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Felicia fruticosa,Felicia fruticosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Felicia joubertinae,Felicia joubertinae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Felicia microcephala,Felicia microcephala,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Felicia muricata,Felicia muricata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Festuca scabra,Festuca scabra,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia acuminata,Ficinia acuminata,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia anceps,Ficinia anceps,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia brevifolia,Ficinia brevifolia,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia bulbosa,Ficinia bulbosa,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia capillifolia,Ficinia capillifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia capitella,Ficinia capitella,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia cedarbergensis,Ficinia cedarbergensis,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia deusta,Ficinia deusta,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia dunensis,Ficinia dunensis,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia fascicularis,Ficinia fascicularis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia indica,Ficinia indica,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia laciniata,Ficinia laciniata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia lateralis,Ficinia lateralis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia levynsiae,Ficinia levynsiae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia monticola,Ficinia monticola,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia nigrescens,Ficinia nigrescens,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia nodosa,Scirpoides nodosus,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia oligantha,Ficinia oligantha,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia paradoxa,Ficinia paradoxa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia pinguior,Ficinia pinguior,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia ramosissima,Ficinia ramosissima,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia rigida,Ficinia rigida,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia secunda,Ficinia secunda,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia stolonifera,Ficinia stolonifera,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia trichodes,Ficinia trichodes,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ficinia zeyheri,Ficinia zeyheri,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Frankenia repens,Frankenia repens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Freesia corymbosa,Freesia corymbosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Freylinia lanceolata,Freylinia lanceolata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Freylinia undulata,Freylinia undulata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Fuirena hirsuta,Fuirena hirsuta,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Galenia papulosa,Galenia papulosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Galenia pubescens,Galenia pubescens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Galium capense,Galium capense,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Galium tomentosum,Galium tomentosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Galium undulatum,Galium undulatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gazania ciliaris,Gazania ciliaris,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gazania krebsiana,Gazania krebsiana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gazania pectinata,Gazania pectinata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gazania serrata,Gazania serrata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Geissorhiza confusa,Geissorhiza confusa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Geissorhiza juncea,Geissorhiza juncea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Geissorhiza tenella,Geissorhiza tenella,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Geochloa decora,Merxmuellera decora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Geochloa rufa,Merxmuellera rufa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Geranium incanum,Geranium incanum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gerbera crocea,Gerbera crocea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gerbera piloselloides,Gerbera piloselloides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gerbera serrata,Gerbera serrata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gerbera tomentosa,Gerbera tomentosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gladiolus grandiflorus,Gladiolus floribundus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gladiolus rogersii,Gladiolus rogersii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gladiolus stellatus,Gladiolus stellatus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gleichenia polypodioides,Gleichenia polypodioides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Glia prolifera,Glia prolifera,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gnidia anomala,Gnidia anomala,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gnidia francisci,Gnidia francisci,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gnidia galpinii,Gnidia galpinii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gnidia geminiflora,Gnidia geminiflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gnidia imbricata,Gnidia imbricata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gnidia juniperifolia,Gnidia juniperifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gnidia oppositifolia,Gnidia oppositifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gnidia pinifolia,Gnidia pinifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gnidia simplex,Gnidia simplex,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gomphocarpus cancellatus,Gomphocarpus cancellatus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gosela eckloniana,Gosela eckloniana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Grewia occidentalis,Grewia occidentalis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Grewia robusta,Grewia robusta,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Grubbia rosmarinifolia,Grubbia rosmarinifolia,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Grubbia tomentosa,Grubbia tomentosa,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gymnodiscus capillaris,Gymnodiscus capillaris,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Gymnosporia buxifolia,Gymnosporia buxifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Haemanthus coccineus,Haemanthus coccineus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Hakea sericea,Hakea sericea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Halleria elliptica,Halleria elliptica,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Halleria lucida,Halleria lucida,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Haplocarpha lanata,Haplocarpha lanata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Haplocarpha lyrata,Haplocarpha lyrata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Haplocarpha parvifolia,Haplocarpha parvifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Harveya pauciflora,Harveya tubulosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Harveya purpurea,Harveya purpurea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Harveya stenosiphon,Harveya stenosiphon,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Haworthia arachnoidea,Haworthia arachnoidea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Haworthia mucronata,Haworthia mucronata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Haworthia viscosa,Haworthia viscosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Heeria argentea,Heeria argentea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum anomalum,Helichrysum anomalum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum asperum,Helichrysum asperum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum capense,Helichrysum capense,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum crispum,Helichrysum crispum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
