Species,Plot,Year,Site,PercCover,AbundClass,PlotPercCov,RelPercCover,Family
Crassula muscosa,LB2_59,1993,langeberg,0.1,NA,122.8,0.000814332247557003,CRASSULACEAE
Crassula muscosa,BK_55,1992,baviaanskloof,0.1,NA,51.7,0.00193423597678917,CRASSULACEAE
Crassula muscosa,BK_45,1992,baviaanskloof,0.1,NA,57.2,0.00174825174825175,CRASSULACEAE
Crassula muscosa,BK_24_b,2011,baviaanskloof,0.5,NA,74.6,0.00670241286863271,CRASSULACEAE
Crassula muscosa,BK_120_b,2011,baviaanskloof,0.2,NA,119.1,0.00167926112510495,CRASSULACEAE
Crassula muscosa,BK_102_b,2011,baviaanskloof,0.5,NA,34.4,0.0145348837209302,CRASSULACEAE
Crassula muscosa,BK_1_b,2011,baviaanskloof,0.5,NA,84.5,0.00591715976331361,CRASSULACEAE
Crassula muscosa,HTR_47_ak,2013,htr,2.5,NA,80,0.03125,CRASSULACEAE
Crassula muscosa,BK_21_a,2011,baviaanskloof,0.5,NA,105,0.00476190476190476,CRASSULACEAE
Crassula muscosa,BK_53_b,2011,baviaanskloof,1,NA,64.7,0.0154559505409583,CRASSULACEAE
Crassula muscosa,LB2_58,1993,langeberg,2.5,NA,117.8,0.0212224108658744,CRASSULACEAE
Crassula muscosa,BK_102_a,2011,baviaanskloof,0.5,NA,44.7,0.0111856823266219,CRASSULACEAE
Crassula muscosa,HTR_378,2004,htr,2.5,NA,28.75,0.0869565217391304,CRASSULACEAE
Crassula muscosa,BK_8_a,2011,baviaanskloof,0.1,NA,99.8,0.00100200400801603,CRASSULACEAE
Crassula muscosa,BK_53_a,2011,baviaanskloof,0.5,NA,66,0.00757575757575758,CRASSULACEAE
Crassula muscosa,BK_77_a,2011,baviaanskloof,7,NA,90.1,0.0776914539400666,CRASSULACEAE
Crassula muscosa,BK_42,1992,baviaanskloof,2,NA,35.4,0.0564971751412429,CRASSULACEAE
Crassula muscosa,BK_76,1992,baviaanskloof,0.5,NA,116.9,0.00427715996578272,CRASSULACEAE
Crassula muscosa,BK_28_a,2011,baviaanskloof,1,NA,88.5,0.0112994350282486,CRASSULACEAE
Crassula muscosa,BK_77_b,2011,baviaanskloof,0.1,NA,102,0.000980392156862745,CRASSULACEAE
Crassula muscosa,BK_70_a,2011,baviaanskloof,0.2,NA,47.4,0.00421940928270042,CRASSULACEAE
Crassula muscosa,HTR_43_ak,2013,htr,2.5,NA,95,0.0263157894736842,CRASSULACEAE
Crassula muscosa,HTR_41_ak,2013,htr,2.5,NA,67.5,0.037037037037037,CRASSULACEAE
Crassula muscosa,BK_73_b,2011,baviaanskloof,1,NA,65.3,0.0153139356814701,CRASSULACEAE
Crassula muscosa,BK_64,1992,baviaanskloof,0.5,NA,64,0.0078125,CRASSULACEAE
Crassula muscosa,BK_41_a,2011,baviaanskloof,0.2,NA,93.1,0.00214822771213749,CRASSULACEAE
Crassula muscosa,HTR_86,2004,htr,2.5,NA,35,0.0714285714285714,CRASSULACEAE
Crassula muscosa,BK_89_b,2011,baviaanskloof,0.2,NA,87.2,0.00229357798165138,CRASSULACEAE
Crassula muscosa,HTR_65_ak,2013,htr,2.5,NA,105,0.0238095238095238,CRASSULACEAE
Crassula muscosa,HTR_13_ak,2013,htr,2.5,NA,127.5,0.0196078431372549,CRASSULACEAE
Crassula muscosa,BK_42_b,2011,baviaanskloof,1,NA,56.1,0.017825311942959,CRASSULACEAE
Crassula muscosa,BK_55_a,2011,baviaanskloof,0.5,NA,72.1,0.00693481276005548,CRASSULACEAE
Crassula muscosa,LB2_60,1993,langeberg,0.1,NA,90.3,0.00110741971207088,CRASSULACEAE
Crassula muscosa,BK_43,1992,baviaanskloof,0.5,NA,52.6,0.00950570342205323,CRASSULACEAE
Crassula muscosa,BK_106_a,2011,baviaanskloof,0.1,NA,131.3,0.000761614623000762,CRASSULACEAE
Crassula muscosa,HTR_46_ak,2013,htr,2.5,NA,75,0.0333333333333333,CRASSULACEAE
Crassula muscosa,BK_52,1992,baviaanskloof,1,NA,47.6,0.0210084033613445,CRASSULACEAE
Crassula muscosa,BK_55_b,2011,baviaanskloof,0.5,NA,77.7,0.00643500643500643,CRASSULACEAE
Crassula muscosa,BK_101,1992,baviaanskloof,1,NA,36,0.0277777777777778,CRASSULACEAE
Crassula muscosa,BK_56,1992,baviaanskloof,2,NA,59.1,0.0338409475465313,CRASSULACEAE
Crassula muscosa,BK_87_b,2011,baviaanskloof,0.1,NA,86.9,0.00115074798619102,CRASSULACEAE
Crassula muscosa,HTR_41,2004,htr,2.5,NA,40,0.0625,CRASSULACEAE
Crassula muscosa,BK_51,1992,baviaanskloof,1,NA,45.2,0.0221238938053097,CRASSULACEAE
Crassula muscosa,BK_105_b,2011,baviaanskloof,1,NA,51.05,0.019588638589618,CRASSULACEAE
Crassula muscosa,BK_56_b,2011,baviaanskloof,2,NA,88.6,0.0225733634311512,CRASSULACEAE
Crassula muscosa,BK_39,1992,baviaanskloof,0.5,NA,40.5,0.0123456790123457,CRASSULACEAE
Crassula muscosa,HTR_1_ak,2013,htr,2.5,NA,115,0.0217391304347826,CRASSULACEAE
Crassula muscosa,LB1_107,1993,langeberg,2.5,NA,192.6,0.0129802699896158,CRASSULACEAE
Crassula muscosa,BK_108_a,2011,baviaanskloof,2,NA,70.4,0.0284090909090909,CRASSULACEAE
Crassula muscosa,BK_121_b,2011,baviaanskloof,0.5,NA,53.9,0.00927643784786642,CRASSULACEAE
Crassula muscosa,BK_24,1992,baviaanskloof,0.5,NA,33.5,0.0149253731343284,CRASSULACEAE
Crassula muscosa,BK_102,1992,baviaanskloof,0.5,NA,37,0.0135135135135135,CRASSULACEAE
Crassula muscosa,BK_1_a,2011,baviaanskloof,0.5,NA,97.8,0.00511247443762781,CRASSULACEAE
Crassula muscosa,BK_90_a,2011,baviaanskloof,0.2,NA,111.6,0.0017921146953405,CRASSULACEAE
Crassula muscosa,LB1_46,1993,langeberg,2.5,NA,185.4,0.0134843581445523,CRASSULACEAE
Crassula muscosa,BK_52_b,2011,baviaanskloof,0.5,NA,55.7,0.00897666068222621,CRASSULACEAE
Crassula nudicaulis,BK_39_b,2011,baviaanskloof,0.2,NA,128.4,0.00155763239875389,CRASSULACEAE
Crassula nudicaulis,CP_3,1966,cape_point,NA,1,NA,NA,CRASSULACEAE
Crassula nudicaulis,CP_75,1966,cape_point,NA,1,NA,NA,CRASSULACEAE
Crassula nudicaulis,CP_3,2010,cape_point,0,0,47.37,0,CRASSULACEAE
Crassula nudicaulis,BK_7_b,2011,baviaanskloof,0.5,NA,113.3,0.00441306266548985,CRASSULACEAE
Crassula nudicaulis,CP_19,2010,cape_point,0.1,1,49.67,0.00201328769881216,CRASSULACEAE
Crassula nudicaulis,BK_73_a,2011,baviaanskloof,1,NA,71.6,0.0139664804469274,CRASSULACEAE
Crassula nudicaulis,BK_109_b,2011,baviaanskloof,0.5,NA,81.8,0.00611246943765281,CRASSULACEAE
Crassula nudicaulis,BK_90_a,2011,baviaanskloof,0.2,NA,111.6,0.0017921146953405,CRASSULACEAE
Crassula nudicaulis,CP_60,1966,cape_point,NA,1,NA,NA,CRASSULACEAE
Crassula nudicaulis,BK_120_a,2011,baviaanskloof,0.2,NA,122.4,0.00163398692810458,CRASSULACEAE
Crassula nudicaulis,BK_90_b,2011,baviaanskloof,0.2,NA,103,0.00194174757281553,CRASSULACEAE
Crassula nudicaulis,CP_30,1966,cape_point,NA,1,NA,NA,CRASSULACEAE
Crassula nudicaulis,BK_5_a,2011,baviaanskloof,0.2,NA,76.3,0.00262123197903014,CRASSULACEAE
Crassula nudicaulis,CP_28,1966,cape_point,NA,1,NA,NA,CRASSULACEAE
Crassula nudicaulis,BK_39_a,2011,baviaanskloof,0.5,NA,121.5,0.00411522633744856,CRASSULACEAE
Crassula nudicaulis,BK_120_b,2011,baviaanskloof,0.2,NA,119.1,0.00167926112510495,CRASSULACEAE
Crassula nudicaulis,BK_20_b,2011,baviaanskloof,0.2,NA,86.7,0.00230680507497117,CRASSULACEAE
Crassula nudicaulis,BK_6_b,2011,baviaanskloof,0.5,NA,102.7,0.00486854917234664,CRASSULACEAE
Crassula nudicaulis,CP_92,1966,cape_point,NA,1,NA,NA,CRASSULACEAE
Crassula nudicaulis,BK_109_a,2011,baviaanskloof,0.5,NA,89.5,0.00558659217877095,CRASSULACEAE
Crassula nudicaulis,BK_6_a,2011,baviaanskloof,0.5,NA,148.5,0.00336700336700337,CRASSULACEAE
Crassula nudicaulis,BK_47_b,2011,baviaanskloof,0.5,NA,96.1,0.00520291363163371,CRASSULACEAE
Crassula nudicaulis,CB_173,1996,cederberg,0.1,NA,58.4,0.00171232876712329,CRASSULACEAE
Crassula nudicaulis,BK_47_a,2011,baviaanskloof,0.5,NA,101.8,0.00491159135559921,CRASSULACEAE
Crassula nudicaulis,BK_5_b,2011,baviaanskloof,0.2,NA,79.1,0.00252844500632111,CRASSULACEAE
Crassula nudicaulis,BK_73_b,2011,baviaanskloof,1,NA,65.3,0.0153139356814701,CRASSULACEAE
Crassula nudicaulis,CP_11,2010,cape_point,0.1,2,50.3,0.00198807157057654,CRASSULACEAE
Crassula nudicaulis,BK_49_a,2011,baviaanskloof,1,NA,88.4,0.0113122171945701,CRASSULACEAE
Crassula nudicaulis,BK_49_b,2011,baviaanskloof,1,NA,80.8,0.0123762376237624,CRASSULACEAE
Crassula nudicaulis,CP_61,1966,cape_point,NA,2,NA,NA,CRASSULACEAE
Crassula nudicaulis,CP_24,1966,cape_point,NA,1,NA,NA,CRASSULACEAE
Crassula nudicaulis,BK_7_a,2011,baviaanskloof,0.5,NA,132.1,0.00378501135503407,CRASSULACEAE
Crassula orbicularis,BK_1_a,2011,baviaanskloof,0.5,NA,97.8,0.00511247443762781,CRASSULACEAE
Crassula orbicularis,BK_54_a,2011,baviaanskloof,0.2,NA,72.4,0.00276243093922652,CRASSULACEAE
Crassula orbicularis,BK_52_b,2011,baviaanskloof,1,NA,55.7,0.0179533213644524,CRASSULACEAE
Crassula orbicularis,BK_50_b,2011,baviaanskloof,0.5,NA,103,0.00485436893203883,CRASSULACEAE
Crassula orbicularis,BK_54_b,2011,baviaanskloof,0.2,NA,79,0.00253164556962025,CRASSULACEAE
Crassula orbicularis,BK_121_a,2011,baviaanskloof,0.1,NA,73.3,0.00136425648021828,CRASSULACEAE
Crassula orbicularis,BK_1_b,2011,baviaanskloof,0.1,NA,84.5,0.00118343195266272,CRASSULACEAE
Crassula orbicularis,BK_50_a,2011,baviaanskloof,0.5,NA,96.9,0.00515995872033024,CRASSULACEAE
Crassula orbicularis,BK_52_a,2011,baviaanskloof,2,NA,91.2,0.0219298245614035,CRASSULACEAE
Crassula ovata,BK_105,1992,baviaanskloof,4,NA,46.6,0.0858369098712446,CRASSULACEAE
Crassula ovata,BK_22,1992,baviaanskloof,0.5,NA,31,0.0161290322580645,CRASSULACEAE
Crassula ovata,BK_34,1992,baviaanskloof,0.5,NA,42.1,0.0118764845605701,CRASSULACEAE
Crassula ovata,BK_43,1992,baviaanskloof,5,NA,52.6,0.0950570342205323,CRASSULACEAE
Crassula ovata,BK_34_a,2011,baviaanskloof,1,NA,59,0.0169491525423729,CRASSULACEAE
Crassula ovata,BK_53_b,2011,baviaanskloof,2,NA,64.7,0.0309119010819165,CRASSULACEAE
Crassula ovata,BK_87_b,2011,baviaanskloof,1,NA,86.9,0.0115074798619102,CRASSULACEAE
Crassula ovata,BK_108,1992,baviaanskloof,2,NA,55,0.0363636363636364,CRASSULACEAE
Crassula ovata,BK_43_a,2011,baviaanskloof,8,NA,108.7,0.0735970561177553,CRASSULACEAE
Crassula ovata,BK_54_b,2011,baviaanskloof,2,NA,79,0.0253164556962025,CRASSULACEAE
Crassula ovata,BK_53_a,2011,baviaanskloof,2,NA,66,0.0303030303030303,CRASSULACEAE
Crassula ovata,BK_66,1992,baviaanskloof,0.5,NA,76.2,0.00656167979002625,CRASSULACEAE
Crassula ovata,BK_108_b,2011,baviaanskloof,2,NA,77.4,0.0258397932816537,CRASSULACEAE
Crassula ovata,BK_7_b,2011,baviaanskloof,2,NA,113.3,0.0176522506619594,CRASSULACEAE
Crassula ovata,BK_53,1992,baviaanskloof,1,NA,37.2,0.0268817204301075,CRASSULACEAE
Crassula ovata,BK_108_a,2011,baviaanskloof,2,NA,70.4,0.0284090909090909,CRASSULACEAE
Crassula ovata,BK_45,1992,baviaanskloof,0.5,NA,57.2,0.00874125874125874,CRASSULACEAE
Crassula ovata,BK_54,1992,baviaanskloof,2,NA,51,0.0392156862745098,CRASSULACEAE
Crassula ovata,BK_24,1992,baviaanskloof,0.1,NA,33.5,0.00298507462686567,CRASSULACEAE
Crassula ovata,BK_34_b,2011,baviaanskloof,1,NA,58,0.0172413793103448,CRASSULACEAE
Crassula ovata,BK_42_a,2011,baviaanskloof,1,NA,62,0.0161290322580645,CRASSULACEAE
Crassula ovata,BK_23,1992,baviaanskloof,1,NA,58,0.0172413793103448,CRASSULACEAE
Crassula ovata,BK_87,1992,baviaanskloof,1,NA,59.2,0.0168918918918919,CRASSULACEAE
Crassula ovata,BK_55,1992,baviaanskloof,1,NA,51.7,0.0193423597678917,CRASSULACEAE
Crassula ovata,BK_55_a,2011,baviaanskloof,2,NA,72.1,0.0277392510402219,CRASSULACEAE
Crassula ovata,BK_42,1992,baviaanskloof,1,NA,35.4,0.0282485875706215,CRASSULACEAE
Crassula ovata,BK_43_b,2011,baviaanskloof,8,NA,97.2,0.0823045267489712,CRASSULACEAE
Crassula ovata,BK_103_a,2011,baviaanskloof,1,NA,107.5,0.00930232558139535,CRASSULACEAE
Crassula ovata,BK_56,1992,baviaanskloof,0.5,NA,59.1,0.00846023688663283,CRASSULACEAE
Crassula ovata,BK_7_a,2011,baviaanskloof,4,NA,132.1,0.0302800908402725,CRASSULACEAE
Crassula ovata,BK_70_a,2011,baviaanskloof,1,NA,47.4,0.0210970464135021,CRASSULACEAE
Crassula ovata,BK_7,1992,baviaanskloof,1,NA,42.7,0.0234192037470726,CRASSULACEAE
Crassula ovata,BK_70_b,2011,baviaanskloof,2,NA,49.9,0.0400801603206413,CRASSULACEAE
Crassula ovata,BK_22_a,2011,baviaanskloof,4,NA,70.9,0.0564174894217207,CRASSULACEAE
Crassula ovata,BK_23_a,2011,baviaanskloof,2,NA,105.5,0.018957345971564,CRASSULACEAE
Crassula ovata,BK_105_a,2011,baviaanskloof,0.5,NA,59.8,0.00836120401337793,CRASSULACEAE
Crassula ovata,BK_22_b,2011,baviaanskloof,4,NA,50,0.08,CRASSULACEAE
Crassula ovata,BK_31,1992,baviaanskloof,1,NA,87,0.0114942528735632,CRASSULACEAE
Crassula ovata,BK_87_a,2011,baviaanskloof,1,NA,86,0.0116279069767442,CRASSULACEAE
Crassula ovata,BK_45_b,2011,baviaanskloof,2,NA,129.2,0.0154798761609907,CRASSULACEAE
Crassula ovata,BK_102,1992,baviaanskloof,0.5,NA,37,0.0135135135135135,CRASSULACEAE
Crassula ovata,BK_103_b,2011,baviaanskloof,1,NA,108,0.00925925925925926,CRASSULACEAE
Crassula ovata,BK_55_b,2011,baviaanskloof,1,NA,77.7,0.0128700128700129,CRASSULACEAE
Crassula ovata,BK_70,1992,baviaanskloof,1,NA,40.6,0.0246305418719212,CRASSULACEAE
Crassula ovata,BK_56_b,2011,baviaanskloof,0.5,NA,88.6,0.00564334085778781,CRASSULACEAE
Crassula ovata,BK_44,1992,baviaanskloof,0.5,NA,73,0.00684931506849315,CRASSULACEAE
Crassula ovata,BK_45_a,2011,baviaanskloof,2,NA,110.6,0.0180831826401447,CRASSULACEAE
Crassula pellucida,BK_50,1992,baviaanskloof,2,NA,45.2,0.0442477876106195,CRASSULACEAE
Crassula pellucida,BK_54_b,2011,baviaanskloof,1,NA,79,0.0126582278481013,CRASSULACEAE
Crassula pellucida,BK_52_a,2011,baviaanskloof,3,NA,91.2,0.0328947368421053,CRASSULACEAE
Crassula pellucida,BK_64_a,2011,baviaanskloof,0.2,NA,161.6,0.00123762376237624,CRASSULACEAE
Crassula pellucida,BK_56_a,2011,baviaanskloof,1,NA,129.7,0.00771010023130301,CRASSULACEAE
Crassula pellucida,BK_50_a,2011,baviaanskloof,2,NA,96.9,0.0206398348813209,CRASSULACEAE
Crassula pellucida,BK_65_a,2011,baviaanskloof,0.2,NA,101.6,0.00196850393700787,CRASSULACEAE
Crassula pellucida,BK_45_a,2011,baviaanskloof,0.5,NA,110.6,0.00452079566003617,CRASSULACEAE
Crassula pellucida,BK_56,1992,baviaanskloof,1,NA,59.1,0.0169204737732657,CRASSULACEAE
Crassula pellucida,BK_50_b,2011,baviaanskloof,2,NA,103,0.0194174757281553,CRASSULACEAE
Crassula pellucida,BK_54_a,2011,baviaanskloof,1,NA,72.4,0.0138121546961326,CRASSULACEAE
Crassula pellucida,BK_56_b,2011,baviaanskloof,1,NA,88.6,0.0112866817155756,CRASSULACEAE
Crassula pellucida,BK_52_b,2011,baviaanskloof,0.5,NA,55.7,0.00897666068222621,CRASSULACEAE
Crassula perfoliata,BK_73,1992,baviaanskloof,0.5,NA,76.5,0.0065359477124183,CRASSULACEAE
Crassula perfoliata,BK_73_a,2011,baviaanskloof,0.2,NA,71.6,0.00279329608938548,CRASSULACEAE
Crassula perfoliata,BK_24_b,2011,baviaanskloof,0.5,NA,74.6,0.00670241286863271,CRASSULACEAE
Crassula perfoliata,BK_24,1992,baviaanskloof,0.5,NA,33.5,0.0149253731343284,CRASSULACEAE
Crassula perfoliata,BK_24_a,2011,baviaanskloof,0.5,NA,66,0.00757575757575758,CRASSULACEAE
Crassula perfoliata,BK_28,1992,baviaanskloof,0.1,NA,47.6,0.00210084033613445,CRASSULACEAE
Crassula perforata,BK_7_b,2011,baviaanskloof,4,NA,113.3,0.0353045013239188,CRASSULACEAE
Crassula perforata,BK_108_b,2011,baviaanskloof,2,NA,77.4,0.0258397932816537,CRASSULACEAE
Crassula perforata,BK_52_a,2011,baviaanskloof,2,NA,91.2,0.0219298245614035,CRASSULACEAE
Crassula perforata,BK_42_b,2011,baviaanskloof,1,NA,56.1,0.017825311942959,CRASSULACEAE
Crassula perforata,BK_54_b,2011,baviaanskloof,1,NA,79,0.0126582278481013,CRASSULACEAE
Crassula perforata,BK_42_a,2011,baviaanskloof,0.5,NA,62,0.00806451612903226,CRASSULACEAE
Crassula perforata,BK_43_b,2011,baviaanskloof,2,NA,97.2,0.0205761316872428,CRASSULACEAE
Crassula perforata,BK_55_a,2011,baviaanskloof,1,NA,72.1,0.013869625520111,CRASSULACEAE
Crassula perforata,BK_105,1992,baviaanskloof,3,NA,46.6,0.0643776824034335,CRASSULACEAE
Crassula perforata,BK_45,1992,baviaanskloof,1,NA,57.2,0.0174825174825175,CRASSULACEAE
Crassula perforata,BK_105_b,2011,baviaanskloof,1,NA,51.05,0.019588638589618,CRASSULACEAE
Crassula perforata,BK_108,1992,baviaanskloof,2,NA,55,0.0363636363636364,CRASSULACEAE
Crassula perforata,BK_52_b,2011,baviaanskloof,0.5,NA,55.7,0.00897666068222621,CRASSULACEAE
Crassula perforata,BK_7,1992,baviaanskloof,0.5,NA,42.7,0.0117096018735363,CRASSULACEAE
Crassula perforata,BK_70_b,2011,baviaanskloof,1,NA,49.9,0.0200400801603206,CRASSULACEAE
Crassula perforata,BK_42,1992,baviaanskloof,1,NA,35.4,0.0282485875706215,CRASSULACEAE
Crassula perforata,BK_45_a,2011,baviaanskloof,2,NA,110.6,0.0180831826401447,CRASSULACEAE
Crassula perforata,BK_101,1992,baviaanskloof,1,NA,36,0.0277777777777778,CRASSULACEAE
Crassula perforata,BK_34_b,2011,baviaanskloof,1,NA,58,0.0172413793103448,CRASSULACEAE
Crassula perforata,BK_7_a,2011,baviaanskloof,3,NA,132.1,0.0227100681302044,CRASSULACEAE
Crassula perforata,BK_50_a,2011,baviaanskloof,2,NA,96.9,0.0206398348813209,CRASSULACEAE
Crassula perforata,BK_1_a,2011,baviaanskloof,0.1,NA,97.8,0.00102249488752556,CRASSULACEAE
Crassula perforata,BK_1_b,2011,baviaanskloof,0.1,NA,84.5,0.00118343195266272,CRASSULACEAE
Crassula perforata,BK_44,1992,baviaanskloof,0.5,NA,73,0.00684931506849315,CRASSULACEAE
Crassula perforata,BK_34_a,2011,baviaanskloof,1,NA,59,0.0169491525423729,CRASSULACEAE
Crassula perforata,BK_103_b,2011,baviaanskloof,1,NA,108,0.00925925925925926,CRASSULACEAE
Crassula perforata,BK_31_b,2011,baviaanskloof,3,NA,80,0.0375,CRASSULACEAE
Crassula perforata,BK_54_a,2011,baviaanskloof,0.5,NA,72.4,0.0069060773480663,CRASSULACEAE
Crassula perforata,BK_53_a,2011,baviaanskloof,1,NA,66,0.0151515151515152,CRASSULACEAE
Crassula perforata,BK_105_a,2011,baviaanskloof,1,NA,59.8,0.0167224080267559,CRASSULACEAE
Crassula perforata,BK_53_b,2011,baviaanskloof,1,NA,64.7,0.0154559505409583,CRASSULACEAE
Crassula perforata,BK_31,1992,baviaanskloof,0.5,NA,87,0.00574712643678161,CRASSULACEAE
Crassula perforata,BK_31_a,2011,baviaanskloof,2,NA,120.6,0.0165837479270315,CRASSULACEAE
Crassula perforata,BK_103_a,2011,baviaanskloof,1,NA,107.5,0.00930232558139535,CRASSULACEAE
Crassula perforata,BK_23_b,2011,baviaanskloof,1,NA,93.7,0.0106723585912487,CRASSULACEAE
Crassula perforata,BK_121_a,2011,baviaanskloof,0.1,NA,73.3,0.00136425648021828,CRASSULACEAE
Crassula perforata,BK_55_b,2011,baviaanskloof,2,NA,77.7,0.0257400257400257,CRASSULACEAE
Crassula perforata,BK_23_a,2011,baviaanskloof,1,NA,105.5,0.00947867298578199,CRASSULACEAE
Crassula perforata,BK_108_a,2011,baviaanskloof,2,NA,70.4,0.0284090909090909,CRASSULACEAE
Crassula perforata,BK_50_b,2011,baviaanskloof,1,NA,103,0.00970873786407767,CRASSULACEAE
Crassula perforata,BK_64,1992,baviaanskloof,0.5,NA,64,0.0078125,CRASSULACEAE
Crassula perforata,BK_45_b,2011,baviaanskloof,2,NA,129.2,0.0154798761609907,CRASSULACEAE
Crassula perforata,BK_43_a,2011,baviaanskloof,2,NA,108.7,0.0183992640294388,CRASSULACEAE
Crassula pubescens,BK_105,1992,baviaanskloof,2,NA,46.6,0.0429184549356223,CRASSULACEAE
Crassula pubescens,BK_52_b,2011,baviaanskloof,3,NA,55.7,0.0538599640933573,CRASSULACEAE
Crassula pubescens,CB_178,1996,cederberg,0.1,NA,114.2,0.000875656742556918,CRASSULACEAE
Crassula pubescens,BK_23,1992,baviaanskloof,0.5,NA,58,0.00862068965517241,CRASSULACEAE
Crassula pubescens,BK_56_a,2011,baviaanskloof,10,NA,129.7,0.0771010023130301,CRASSULACEAE
Crassula pubescens,BK_7,1992,baviaanskloof,0.5,NA,42.7,0.0117096018735363,CRASSULACEAE
Crassula pubescens,BK_23_b,2011,baviaanskloof,0.5,NA,93.7,0.00533617929562433,CRASSULACEAE
Crassula pubescens,BK_45_a,2011,baviaanskloof,1,NA,110.6,0.00904159132007233,CRASSULACEAE
Crassula pubescens,BK_50_b,2011,baviaanskloof,15,NA,103,0.145631067961165,CRASSULACEAE
Crassula pubescens,BK_45,1992,baviaanskloof,0.5,NA,57.2,0.00874125874125874,CRASSULACEAE
Crassula pubescens,BK_50,1992,baviaanskloof,3,NA,45.2,0.0663716814159292,CRASSULACEAE
Crassula pubescens,BK_52_a,2011,baviaanskloof,8,NA,91.2,0.087719298245614,CRASSULACEAE
Crassula pubescens,BK_56,1992,baviaanskloof,3,NA,59.1,0.050761421319797,CRASSULACEAE
Crassula pubescens,BK_56_b,2011,baviaanskloof,10,NA,88.6,0.112866817155756,CRASSULACEAE
Crassula pubescens,BK_45_b,2011,baviaanskloof,3,NA,129.2,0.0232198142414861,CRASSULACEAE
Crassula pubescens,CB_146,1996,cederberg,0.1,NA,107.2,0.000932835820895522,CRASSULACEAE
Crassula pubescens,BK_50_a,2011,baviaanskloof,15,NA,96.9,0.154798761609907,CRASSULACEAE
Crassula pubescens,BK_54_a,2011,baviaanskloof,0.2,NA,72.4,0.00276243093922652,CRASSULACEAE
Crassula pubescens,BK_51,1992,baviaanskloof,0.5,NA,45.2,0.0110619469026549,CRASSULACEAE
Crassula pubescens,BK_54_b,2011,baviaanskloof,0.2,NA,79,0.00253164556962025,CRASSULACEAE
Crassula pubescens,BK_54,1992,baviaanskloof,0.5,NA,51,0.00980392156862745,CRASSULACEAE
Crassula pubescens,BK_23_a,2011,baviaanskloof,0.5,NA,105.5,0.004739336492891,CRASSULACEAE
Crassula rogersii,BK_54_b,2011,baviaanskloof,0.5,NA,79,0.00632911392405063,CRASSULACEAE
Crassula rogersii,BK_53_a,2011,baviaanskloof,0.5,NA,66,0.00757575757575758,CRASSULACEAE
Crassula rogersii,BK_51_a,2011,baviaanskloof,1,NA,93.5,0.0106951871657754,CRASSULACEAE
Crassula rogersii,BK_55_a,2011,baviaanskloof,0.5,NA,72.1,0.00693481276005548,CRASSULACEAE
Crassula rogersii,BK_1,1992,baviaanskloof,3,NA,26.5,0.113207547169811,CRASSULACEAE
Crassula rogersii,BK_7,1992,baviaanskloof,0.5,NA,42.7,0.0117096018735363,CRASSULACEAE
Crassula rogersii,BK_108,1992,baviaanskloof,0.5,NA,55,0.00909090909090909,CRASSULACEAE
Crassula rogersii,BK_55_b,2011,baviaanskloof,0.5,NA,77.7,0.00643500643500643,CRASSULACEAE
Crassula rogersii,BK_51_b,2011,baviaanskloof,1,NA,95.3,0.0104931794333683,CRASSULACEAE
Crassula rupestris,BK_54,1992,baviaanskloof,1,NA,51,0.0196078431372549,CRASSULACEAE
Crassula rupestris,BK_101_b,2011,baviaanskloof,0.5,NA,45.5,0.010989010989011,CRASSULACEAE
Crassula rupestris,BK_73_b,2011,baviaanskloof,0.5,NA,65.3,0.00765696784073507,CRASSULACEAE
Crassula rupestris,HTR_1,2004,htr,2.5,NA,93.75,0.0266666666666667,CRASSULACEAE
Crassula rupestris,BK_22,1992,baviaanskloof,5,NA,31,0.161290322580645,CRASSULACEAE
Crassula rupestris,BK_73_a,2011,baviaanskloof,0.5,NA,71.6,0.00698324022346369,CRASSULACEAE
Crassula rupestris,LB2_58,1993,langeberg,2.5,NA,117.8,0.0212224108658744,CRASSULACEAE
Crassula rupestris,HK_66,1978,hangklip,0.1,NA,60.2,0.00166112956810631,CRASSULACEAE
Crassula rupestris,CB_141,1996,cederberg,0.1,NA,83.5,0.00119760479041916,CRASSULACEAE
Crassula rupestris,LB2_59,1993,langeberg,2.5,NA,122.8,0.0203583061889251,CRASSULACEAE
Crassula rupestris,BK_24,1992,baviaanskloof,0.5,NA,33.5,0.0149253731343284,CRASSULACEAE
Crassula rupestris,CB_175,1996,cederberg,0.1,NA,34.2,0.00292397660818713,CRASSULACEAE
Crassula rupestris,BK_101_a,2011,baviaanskloof,0.2,NA,42.2,0.004739336492891,CRASSULACEAE
Crassula rupestris,HK_29,1978,hangklip,0.1,NA,64,0.0015625,CRASSULACEAE
Crassula rupestris,BK_35,1992,baviaanskloof,0.1,NA,49.3,0.00202839756592292,CRASSULACEAE
Crassula rupestris,BK_55_a,2011,baviaanskloof,1,NA,72.1,0.013869625520111,CRASSULACEAE
Crassula rupestris,BK_34,1992,baviaanskloof,0.5,NA,42.1,0.0118764845605701,CRASSULACEAE
Crassula rupestris,BK_24_b,2011,baviaanskloof,0.5,NA,74.6,0.00670241286863271,CRASSULACEAE
Crassula rupestris,BK_22_a,2011,baviaanskloof,0.5,NA,70.9,0.00705218617771509,CRASSULACEAE
Crassula rupestris,BK_24_a,2011,baviaanskloof,0.5,NA,66,0.00757575757575758,CRASSULACEAE
