NewUID,sample_id,replicate,ScientificName_WFO,lma,lma_ratio,leaf_dry_wgt_g,weight_dev,leaf_area_cm2,area_dev,suspected_bad,cv,flag_high_cv,confidence
729_2_htr,729_2_htr_MAL,3,Eriocephalus decussatus,0.00447205,0.23313417318563157,0.036,0.9490160712811954,8.05,1.0089887832272548,area,0.7600411692342451,TRUE,both
705_17_langeberg,705_17_langeberg_CM,4L,Tetraria fimbriolata,0.010852713,0.2300127212924272,0.014,3.0255350921071376,1.29,1.3241630992706708,weight,0.4784580171860371,TRUE,both
813_7_htr,813_7_htr_MAL,1,Hermannia cuneifolia,0.012975779,0.20763572252309415,0.075,0.34103691783506696,5.78,0.23387807616009848,weight,1.2795450375327673,TRUE,both
819_93_htr,819_93_htr_RDG,3,Anthospermum aethiopicum,0.002682927,0.2053488281136088,0.011,2.6280312226130422,4.1,0.3359349528812416,weight,0.6280400994263708,TRUE,both
620_9_hangklip,620_9_hangklip_HKM,5,Carpobrotus acinaciformis,0.038360656,0.20426371977164634,0.234,2.707064108452344,6.1,0.6330309408891469,weight,0.674630319475865,TRUE,both
625_11_hangklip,625_11_hangklip_ET,4,Gnidia oppositifolia,0.002963671,0.19952273495518086,0.031,2.0344883763852906,10.46,0.3511870367414956,weight,0.5740993897275797,TRUE,both
811_10_cape_point,811_10_cape_point_c,1,Cliffortia atrata,0.021799308,0.19811097461265859,0.063,0.1520030934450501,2.89,0.3234889465390045,area,1.2900793892673028,TRUE,both
813_7_htr,813_7_htr_MAL,3,Hermannia cuneifolia,0.011061947,0.1743413998269344,0.1,0.27753397552890924,9.04,1.4604294020928579,area,1.2795450375327673,TRUE,both
824_2_htr,824_2_htr_RDG,1,Monoculus monstrosus,0.0059375,0.17411720159478747,0.0665,2.3905601183881524,11.2,0.41246355561501746,weight,1.3192333294363554,TRUE,both
811_10_cape_point,811_10_cape_point_c,3,Cliffortia atrata,0.019354839,0.173963450761422,0.084,0.49749965947081687,4.34,1.4536673829496078,area,1.2900793892673028,TRUE,both
723_8_cape_point,723_8_cape_point_c,1,Pelargonium gibbosum,0.004,0.1724032928511725,0.042,2.3988454657762577,10.5,0.2009126939259963,weight,1.3897010769506746,TRUE,both
824_2_htr,824_2_htr_RDG,3,Monoculus monstrosus,0.005842697,0.1710992670126128,0.0364,3.3209368924843123,6.23,0.8070240666402867,weight,1.3192333294363554,TRUE,both
729_8_htr,729_8_htr_BHR,1L,Euphorbia mauritanica,0.008108108,0.16028383223812118,0.036,2.8468832862442417,4.44,0.20558413364989386,weight,1.0642885657695613,TRUE,both
719_22_baviaanskloof,719_22_baviaanskloof_JAS,2,Pelargonium ovale,0.007855974,0.14660159544715445,0.048,0.1926450779423961,6.11,1.304326879729722,area,1.4010370159513506,TRUE,both
729_8_htr,729_8_htr_BHR,2L,Euphorbia mauritanica,0.007222222,0.14277133696720223,0.013,4.316368569545462,1.8,1.5081469036703252,weight,1.0642885657695613,TRUE,both
719_22_baviaanskloof,719_22_baviaanskloof_JAS,3,Pelargonium ovale,0.006802721,0.12571124915399448,0.03,0.7655347463629772,4.41,0.40785827367453864,weight,1.4010370159513506,TRUE,both
813_8_htr,813_8_htr_MAL,3,Asparagus capensis,0.00170068,0.11695115809964889,0.01,3.1210154009613658,5.88,0.05062607306996795,weight,0.731611120881466,TRUE,both
723_8_cape_point,723_8_cape_point_c,3,Pelargonium gibbosum,0.002652826,0.11111313089005236,0.023,3.3281870853590445,8.67,0.2130916028444561,weight,1.3897010769506746,TRUE,both
729_8_htr,729_8_htr_BHR,3L,Euphorbia mauritanica,0.004888889,0.0966452178864411,0.022,3.5573766690492565,4.5,0.18621880878296293,weight,1.0642885657695613,TRUE,both
725_45_cape_point,725_45_cape_point_c,2,Macrostylis villosa,0.022131148,0.09095459274694846,0.162,0.17190265088275483,7.32,0.4743144687979273,area,1.510612369769125,TRUE,both
725_45_cape_point,725_45_cape_point_c,1,Macrostylis villosa,0.021232877,0.08710210053287674,0.217,0.48542682717024166,10.22,1.4201283712024697,area,1.510612369769125,TRUE,both
619_23_hangklip,619_23_hangklip_JS,5,Thamnochortus lucens,0.038914027,0.48885274497114306,0.43,0.0799436346046469,11.05,0.9537475779901123,area,0.25790773088212654,FALSE,ratio_only
628_3_hangklip,628_3_hangklip_HKM,2,Dilatris pillansii,0.009327984,0.4841874479275698,0.093,1.147341716075187,9.97,0.10127107276684835,weight,0.27371137126129275,FALSE,ratio_only
726_5_cederberg,726_5_cederberg_EFG,5l,Schoenus crassus,0.02145749,0.4801699776778759,0.106,1.2550731201311112,4.94,0.17833724125851225,weight,0.26555411635033105,FALSE,ratio_only
725_47_cape_point,725_47_cape_point_c,2,Stoebe scabra,0.007692308,0.48005699543658326,0.007,2.777607578663552,0.91,1.5529012914888576,weight,0.31716115462431826,FALSE,ratio_only
703_11_langeberg,703_11_langeberg_EFG,1,Helichrysum felinum,0.003697876,0.4799370376249251,0.047,0.8029631529404464,12.71,0.20257061164968435,weight,0.29385427488390325,FALSE,ratio_only
806_7_cape_point,806_7_cape_point_b,1,Gerbera crocea,0.011356869,0.47390055534675274,0.267,1.2646095234021284,23.51,0.1329777247086295,weight,0.27172815599108696,FALSE,ratio_only
729_1_cederberg,729_1_cederberg_DEB,1,Cannomois parviflora,0.078571429,0.47360732112595133,3.762,1.3026249564917394,47.88,0.22187578926615026,weight,0.2906269868633614,FALSE,ratio_only
805_23_htr,805_23_htr_MAL,2,Lessertia frutescens,0.008962963,0.4732789798633563,0.121,0.02365126806464533,13.5,0.8791074390949805,area,0.296287914430106,FALSE,ratio_only
730_25_htr,730_25_htr_RDG,5,Salvia disermas,0.005832212,0.44627124355060294,0.13,1.099165704311577,22.29,0.04436378036384847,weight,0.33279619519326414,FALSE,ratio_only
709_15_langeberg,709_15_langeberg_JAS,1,Heteropogon contortus,0.007116921,0.445649924416508,0.098,0.0857298740258838,13.77,1.0896909421424565,area,0.3337126025994675,FALSE,ratio_only
731_23_cederberg,731_23_cederberg_SM,5,Ehrharta calycina,0.004976526,0.4421533952854247,0.053,0.31647366479525435,10.65,0.7539987913256482,area,0.2996789041638662,FALSE,ratio_only
704_31_langeberg,704_31_langeberg_TEM,3,Ocotea bullata,0.003829381,0.4387197600330548,0.281,0.8641641095244024,73.38,0.4615220714885083,weight,0.31462400202377416,FALSE,ratio_only
825_12_cape_point,825_12_cape_point_a,2,Kedrostis nana,0.003360371,0.4330078144127233,0.058,0.8562645225385505,17.26,0.3512706252024181,weight,0.3450976131550043,FALSE,ratio_only
625_12_hangklip,625_12_hangklip_EFG,5,Restio debilis,0.015451895,0.41259009114853135,0.106,0.26031490448020184,6.86,1.521197958192064,area,0.3171007688664239,FALSE,ratio_only
729_28_cape_point,729_28_cape_point_b,4,Bolusafra bituminosa,0.002994012,0.38672657417041084,0.015,0.7935491225325735,5.01,0.6557838379108528,weight,0.34283200236422795,FALSE,ratio_only
